node_id,timestamp,event,comment
001e0610893c,2018/01/01 00:00:00,commissioned,
001e0610ba67,2018/01/01 00:00:00,commissioned,
001e0610f02f,2018/01/01 00:00:00,commissioned,
001e061089c0,2018/01/01 00:00:00,commissioned,
001e06108081,2018/01/01 00:00:00,commissioned,
001e06200314,2018/01/01 00:00:00,commissioned,
001e0610b9fd,2018/01/01 00:00:00,commissioned,
001e061089fa,2018/01/01 00:00:00,commissioned,
001e06107ff0,2018/01/01 00:00:00,commissioned,
001e0610bbed,2018/01/01 00:00:00,commissioned,
001e06107e5d,2018/01/01 00:00:00,commissioned,
001e0610ba93,2018/01/01 00:00:00,commissioned,
001e0610ba60,2018/01/01 00:00:00,commissioned,
001e0610b9eb,2018/01/01 00:00:00,commissioned,
001e0610ba3f,2018/01/01 00:00:00,commissioned,
001e0610bbe9,2018/01/01 00:00:00,commissioned,
001e0610bc03,2018/01/01 00:00:00,commissioned,
001e0610ba13,2018/01/01 00:00:00,commissioned,
001e0610b9e1,2018/01/01 00:00:00,commissioned,
001e0610ba72,2018/01/01 00:00:00,commissioned,
001e0610ba51,2018/01/01 00:00:00,commissioned,
001e0610bbf5,2018/01/01 00:00:00,commissioned,
001e0610b9f2,2018/01/01 00:00:00,commissioned,
001e0610bc09,2018/01/01 00:00:00,commissioned,
001e0610b9e7,2018/01/01 00:00:00,commissioned,
001e0610b9f8,2018/01/01 00:00:00,commissioned,
001e0610ba42,2018/01/01 00:00:00,commissioned,
001e0610b9f6,2018/01/01 00:00:00,commissioned,
001e0610f72c,2018/01/01 00:00:00,commissioned,
001e0610eee9,2018/01/01 00:00:00,commissioned,
001e0610eef0,2018/01/01 00:00:00,commissioned,
001e061135c8,2018/01/01 00:00:00,commissioned,
001e0610f068,2018/01/01 00:00:00,commissioned,
001e0610f8f7,2018/01/01 00:00:00,commissioned,
001e0610ef66,2018/01/01 00:00:00,commissioned,
001e0610ee8d,2018/01/01 00:00:00,commissioned,
001e0610e8cb,2018/01/01 00:00:00,commissioned,
001e0610f8f6,2018/01/01 00:00:00,commissioned,
001e0610f725,2018/01/01 00:00:00,commissioned,
001e0610fc2d,2018/01/01 00:00:00,commissioned,
001e0610e34e,2018/01/01 00:00:00,commissioned,
001e0610890f,2018/01/01 00:00:00,commissioned,
001e0610941b,2018/01/01 00:00:00,commissioned,
001e06113a24,2018/01/01 00:00:00,commissioned,
001e061144cd,2018/01/01 00:00:00,commissioned,
001e061144d6,2018/01/01 00:00:00,commissioned,
001e06113d78,2018/01/01 00:00:00,commissioned,
001e06113ae8,2018/01/01 00:00:00,commissioned,
001e061146d4,2018/01/01 00:00:00,commissioned,
001e06109401,2018/01/01 00:00:00,commissioned,
001e0611463b,2018/01/01 00:00:00,commissioned,
001e0611538f,2018/01/01 00:00:00,commissioned,
001e06107c9e,2018/01/01 00:00:00,commissioned,
001e0610889b,2018/01/01 00:00:00,commissioned,
020000000001,2018/01/01 00:00:00,commissioned,
001e0610ba64,2018/01/01 00:00:00,commissioned,
001e06107d97,2018/01/01 00:00:00,commissioned,
001e061131d6,2018/01/01 00:00:00,commissioned,
001e0610ea32,2018/01/01 00:00:00,commissioned,
001e06200335,2018/01/01 00:00:00,commissioned,
020000000000,2018/01/01 00:00:00,commissioned,
001e06200162,2018/01/01 00:00:00,commissioned,
001e061088bf,2018/01/01 00:00:00,commissioned,
001e06107e4c,2018/01/01 00:00:00,commissioned,
001e061080a7,2018/01/01 00:00:00,commissioned,
001e06107d7f,2018/01/01 00:00:00,commissioned,
001e061089e5,2018/01/01 00:00:00,commissioned,
001e0620051e,2018/01/01 00:00:00,commissioned,
001e06200325,2018/01/01 00:00:00,commissioned,
001e061088c8,2018/01/01 00:00:00,commissioned,
001e06108a8a,2018/01/01 00:00:00,commissioned,
